date,title,comments
1990-08-21,Trocando As Bolas,
1990-08-22,Guerreiros De Fogo,
1990-08-23,Caravana Da Coragem: Uma Aventura Ewok,
1990-08-24,Bullitt,
1990-08-27,"Conan, O Destruidor",
1990-08-28,Chuva De Milhões,
1990-08-29,A Fortaleza ,1985
1990-08-30,Águia De Aço,
1990-08-31,"Flashdance, Em Ritmo De Embalo",
1990-09-03,A Joia Do Nilo,
1990-09-04,Desta Vez Eu Te Agarro,
1990-09-05,O Menino Que Queria Ser Anjo,
1990-09-06,Krull,
1990-] -[[,Diamantes São Eternos,
1990-09-10,O Enigma Da Pirâmide,
1990-09-11,A Dama De Vermelho,
1990-09-12,Não Houve Exibição - Futebol ,Amistoso: Brasil x Espanha
1990-09-13,"Ladyhawke, O Feitiço De Áquila",
1990-09-14,O Último Dragão,
1990-09-17,O Rapto Do Menino Dourado,
1990-09-18,"Hanky Panky, Uma Dupla Em Apuros",
1990-09-19,"Sheena, A Rainha Da Selva",
1990-09-20,Estranhos Vizinhos,
1990-09-21,Curtindo A Vida Adoidado,
1990-09-24,Os Aventureiros Do Bairro Proibido,
1990-09-25,A Garota De Rosa Shocking,
1990-09-26,A Dupla Dinâmica,
1990-09-27,Trânsito Muito Louco,
1990-09-28,Os Irmãos Cara-De-Pau,
1990-10-01,Rambo 2: A Missão,
1990-10-02,Banzé No Oeste,
1990-10-03,As Aventuras De Freddie,
1990-10-04,Embalos A Dois,
1990-10-05,Clube Dos Cafajestes,
1990-10-08,A Fantástica Fábrica De Chocolate ,1971
1990-10-09,Os Trapalhões Nas Minas Do Rei Salomão,
1990-10-10,A Menina E O Porquinho ,1973
1990-10-11,"Digby, O Maior Cão Do Mundo",
1990-10-12,Os Trapalhões E O Rei Do Futebol,
1990-10-15,Tubarão,
1990-10-16,O Expresso De Chicago,
1990-10-17,A Nova Transa Da Pantera-Cor-De-Rosa,
1990-10-18,O Menino E O Leopardo,
1990-10-19,Ursinhos Carinhosos 2,
1990-10-22,Miami Vice ,1984
1990-10-23,Dama De Ouro,
1990-10-24,Esquadrão Classe A ,1982
1990-10-25,Força De Emergência,
1990-10-26,Magnum: Não Coma Neve No Havaí,
1990-10-29,A Lenda De Billie Jean,
1990-10-30,Problemas Modernos,
1990-10-31,A Trilha Da Pantera-Cor-De-Rosa,
1990-11-01,Brincou Com Fogo... Acabou Fisgado,
1990-11-02,Zé Colmeia E Seu Vôo Mágico,
1990-11-05,Indiana Jones E O Templo Da Perdição,
1990-11-06,Rocky 3: O Desafio Supremo,
1990-11-07,Os Caça-Fantasmas ,1984
1990-11-08,Star Wars Episódio 5: O Império Contra-Ataca,
1990-11-09,Com 007 Viva E Deixe Morrer,
1990-11-12,Tubarão 2,
1990-11-13,Superman: O Filme,
1990-11-14,A Lenda,
1990-11-15,Inimigo Meu,
1990-11-16,Top Gun: Ases Indomáveis,
1990-11-19,A Casa Do Espanto ,1985
1990-11-20,Um Espírito Baixou Em Mim,
1990-11-21,Goldie E O Pugilista,
1990-11-22,O Negócio É Sobreviver,
1990-11-23,Fábrica De Loucuras,
1990-11-26,Tudo Por Uma Esmeralda,
1990-11-27,Ruas De Fogo,
1990-11-28,"Ninja, A Máquina Assassina",
1990-11-29,Dois Supertiras Em Miami,
1990-11-30,Os Aventureiros Do Fogo,
1990-12-03,Casamento De Alto Risco,
1990-12-04,Agora Você Não Escapa,
1990-12-05,Cuidado Com Meu Guarda-Costas,
1990-12-06,As Incríveis Peripécias Do Ônibus Atômico,
1990-12-07,Breakdance 2,
1990-12-10,Febre De Juventude,
1990-12-11,Os Titãs Voltam À Luta Na Atlântida,
1990-12-12,De Volta Para O Futuro,
1990-12-13,Encurralado,
1990-12-14,Superman 2: A Aventura Continua,
1990-12-17,Aluga-se Para O Verão,
1990-12-18,Os Embalos De Sábado Continuam,
1990-12-19,Annie,
1990-12-20,Natal Em Julho,
1990-12-21,Papai Noel Existe,
1990-12-24,O Mágico De Oz,
1990-12-25,Não Houve Exibição - Roberto Carlos Especial,
1990-12-26,Alguém Lá Em Cima Gosta De Mim,
1990-12-27,Almôndegas,
1990-12-28,Quando As Metralhadoras Cospem,
1990-12-31,A Ilha Do Tesouro ,1950
1989-01-02,Bronco Billy,
1989-01-03,Vendaval Na Jamaica,
1989-01-04,O Rei Dos Mágicos,
1989-01-05,M.A.S.H.,
1989-01-06,"Robur, O Conquistador",
1989-01-09,Ameaça No Supersônico,
1989-01-10,"Se O Marido Atender, Desligue",
1989-01-11,A Espiã Que Veio Do Céu,
1989-01-12,Aventuras De Um Cachorro,
1989-01-13,Os Três Mosqueteiros ,1974
1989-01-16,Crianças Adotadas,
1989-01-17,A Farra Dos Malandros,
1989-01-18,"Orca, A Baleia Assassina",
1989-01-19,O Valente Treme-Treme,
1989-01-20,A Vingança De Milady,
1989-01-23,Butch Cassidy,
1989-01-24,Como Eliminar Seu Chefe,
1989-01-25,A Volta Ao Mundo Sob O Mar,
1989-01-26,Um Estranho A Bordo,
1989-01-27,Um Convidado Bem Trapalhão,
1989-01-30,Punhos De Aço,
1989-01-31,A Barbada Do Biruta,
1989-02-01,O Pequeno Príncipe,
1989-02-02,O Menino E Os Piratas,
1989-02-03,Os Orfãos,
1989-02-06,Não Houve Exibição - Carnaval,
1989-02-07,Não Houve Exibição - Carnaval,
1989-02-08,Não Houve Exibição - Carnaval,
1989-02-09,Não Houve Exibição - Carnaval,
1989-02-10,Seu Nome É Jonas,
1989-02-13,Os Titãs Voltam À Luta Na Atlântida,
1989-02-14,O Rei Do Circo,
1989-02-15,Talhado Para Campeão,
1989-02-16,Jogo Da Vida,
1989-02-17,Cachorro Divino,
1989-02-20,Agarra-Me Se Puderes,
1989-02-21,Caça Ao Balão,
1989-02-22,Um Golpe Das Arábias,
1989-02-23,O Menino E A Onça,
1989-02-24,Capitão Nemo E A Cidade Flutuante,
1989-02-27,King Kong ,1976
1989-02-28,Os Lordes De Flatbush,
1989-03-01,Papai Playboy,
1989-03-02,A Bela Do Bas-Fond,
1989-03-03,Até Que Enfim É Sexta-Feira,
1989-03-06,O Aventureiro Do Pacifico,
1989-03-07,Pode Chamar-me Mamãe,
1989-03-08,A Familia Robinson,
1989-03-09,Três Em Um Sofá,
1989-03-10,Maridos Em Férias,
1989-03-13,Pelos Meus Direitos,
1989-03-14,Abençoai As Feras E As Crianças,
1989-03-15,A Intocável,
1989-03-16,O Tempero Do Amor,
1989-03-17,A Rainha Tirana,
1989-03-20,Ausência De Malícia,
1989-03-21,Pânico Na Torre,
1989-03-22,Esta É A Minha Chance,
1989-03-23,Jacó E José,
1989-03-24,A Virgem De Fátima,
1989-03-27,Não Houve Exibição - Amistoso Da Seleção ,Brasil x Seleção da Fifa
1989-03-28,A Autobiografia De Miss Jane Pitman,
1989-03-29,Não Houve Exibição - Amistoso Da Seleção ,Brasil x Al Ahli-ARS
1989-03-30,Candelabro Italiano,
1989-03-31,O Mundo Perdido,
1989-04-03,Uma Noite No Rio,
1989-04-04,Funeral Em Berlim,
1989-04-05,Torrentes De Paixão,
1989-04-06,Cavalgada De Paixões,
1989-04-07,A Gatinha Que Eu Quero,
1989-04-10,O Pecado Mora Ao Lado,
1989-04-11,O Kennedy Esquecido,
1989-04-12,As Aventuras De Freddie,
1989-04-13,Encontro A Três,
1989-04-14,Sortilégios Do Amor,
1989-04-17,Lábios De Fogo,
1989-04-18,O Fabuloso Rocky Marciano,
1989-04-19,Dádiva De Amor,
1989-04-20,A Lontra Travessa,
1989-04-21,As Aventuras De Hajji Saba,
1989-04-24,Resgate Suicida,
1989-04-25,O Amor Tem Muitas Faces,
1989-04-26,Casei-me Com Um Modelo,
1989-04-27,Quando Paris Alucina,
1989-04-28,O Mercador De Almas,
1989-05-01,Os Anjos Também Comem Feijão,
1989-05-02,"Meu Avô, Meu Amigo",
1989-05-03,A Bela E A Fera ,1962
1989-05-04,Meus Seis Amores,
1989-05-05,Os Turbantes Vermelhos,
1989-05-08,O Nono Mandamento,
1989-05-09,"Minha Espada, Minha Lei",
1989-05-10,Não Houve Exibição - Futebol ,Final da Recopa - Barcelona x Sampdoria
1989-05-11,O Cavaleiro Azul,
1989-05-12,Africa Express,
1989-05-15,O Esporte Favorito Dos Homens,
1989-05-16,S.O.S. Submarino Nuclear,
1989-05-17,Não Houve Exibição - Futebol ,Final da Copa da UEFA - Stuttgart x Napoli
1989-05-18,Goldie E O Pugilista,
1989-05-19,Skeezer,
1989-05-22,Olhos Verdes,
1989-05-23,Alice Não Mora Mais Aqui,
1989-05-24,Não Houve Exibição - Futebol ,Final da Copa dos Campeões - Milan x Steaua Bucareste
1989-05-25,Cuidado Com Meu Guarda-Costas,
1989-05-26,Passaporte Para O Perigo,
1989-05-29,"Os Pais, Os Filhos",
1989-05-30,Aeroporto 1975,
1989-05-31,"Ao Mestre, Com Carinho",
1989-06-01,Meu Coração Tem Dois Amores,
1989-06-02,Em Busca De Um Filho,
1989-06-05,Kramer Vs. Kramer,
1989-06-06,Gelo Nas Alturas,
1989-06-07,Artistas E Modelos,
1989-06-08,Demônios Na Pista,
1989-06-09,Um Favor Muito Especial,
1989-06-12,As Neves Do Kilimanjaro,
1989-06-13,Com Qual Dos Dois?,
1989-06-14,Feitiço Branco,
1989-06-15,O Detetive Desastrado,
1989-06-16,Não Houve Exibição - Amistoso Da Seleção ,Torneio da Dinamarca - Brasil x Suécia
1989-06-19,Cortina Rasgada,
1989-06-20,Ou Vai Ou Racha,
1989-06-21,O Julgamento Do Capitão Jensen,
1989-06-22,Quatro Destinos,
1989-06-23,A Prova Suprema,
1989-06-26,"Amigos, Amigos... Negócios A Parte",
1989-06-27,Conrack,
1989-06-28,Maldosamente Ingênua,
1989-06-29,Só Por Uma Noite,
1989-06-30,Os Incriveis Wallendas,
1989-07-03,Kiss E O Fantasma Das Trevas,
1989-07-04,"Salty, A Adorável Foquinha",
1989-07-05,O Mago De Bagdá,
1989-07-06,Branca De Neve E Os Três Patetas,
1989-07-07,O Último Dinossauro,
1989-07-10,Kidco,
1989-07-11,Capitão Coragem,
1989-07-12,Vivendo Livremente,
1989-07-13,O Pássaro Azul ,1976
1989-07-14,O Leão Vesgo,
1989-07-17,O Brinquedo,
1989-07-18,O Calhambeque Mágico,
1989-07-19,Os Cavaleiros Da Távola Redonda,
1989-07-20,As Novas Aventuras De Flipper,
1989-07-21,O Arqueiro E A Feiticeira,
1989-07-24,"Black Beauty, O Potro Negro",
1989-07-25,Quatro Destinos,
1989-07-26,Fúria De Titãs ,1981
1989-07-27,O Gavião Do Mar,
1989-07-28,Cinco Semanas Num Balão,
1989-07-31,A Hora De Viver,
1989-08-01,A Máquina Do Amor,
1989-08-02,Viva O Rock N' Roll,
1989-08-03,O Golpe Do Século,
1989-08-04,O Amor Não Vai A Guerra,
1989-08-07,O Vencedor ,1979
1989-08-08,Corruptos E Sanguinários,
1989-08-09,O Segredo De Monte Cristo,
1989-08-10,Três Corações Solitários,
1989-08-11,Agora Você Não Escapa,
1989-08-14,A Carga Da Brigada Ligeira,
1989-08-15,"Devagar, Não Corra",
1989-08-16,À Sombra De Uma Fraude,
1989-08-17,Os Filhos De Katie Elder,
1989-08-18,A Garotinha Que Caiu Do Céu,
1989-08-21,Quando Os Deuses Amam,
1989-08-22,Sangue Rebelde,
1989-08-23,A Garota De Las Vegas,
1989-08-24,Cidade Sob O Mar,
1989-08-25,Os Homens Preferem As Loiras,
1989-08-28,Meus Dois Carinhos,
1989-08-29,O Terror Das Mulheres,
1989-08-30,A Morte Do Kilimanjaro,
1989-08-31,O Tenente Era Ela,
1989-09-01,Antes Do Inverno Chegar,
1989-09-04,O Menino E O Leopardo,
1989-09-05,Encrenca Em Cheio,
1989-09-06,Em Busca Da Fama,
1989-09-07,Regresso Ao Mundo Maravilhoso De Oz,
1989-09-08,As Mil E Uma Noites,
1989-09-11,A Grande Farsa,
1989-09-12,Cruéis São Os Homens,
1989-09-13,Um Cão Maravilhoso,
1989-09-14,Unidos Por Um Ideal,
1989-09-15,O Mundo Em Seus Braços,
1989-09-18,Agarra-me Se Puderes,
1989-09-19,Amor À Primeira Mordida,
1989-09-20,Febre De Juventude,
1989-09-21,Os Embalos De Sábado Continuam,
1989-09-22,"Ladyhawke, O Feitiço De Áquila",
1989-09-25,Karatê Kid: A Hora Da Verdade,
1989-09-26,Como Eliminar Seu Chefe,
1989-09-27,Chuva De Milhões,
1989-09-28,Trocando As Bolas,
1989-09-29,Trãnsito Muito Louco,
1989-10-02,Flor De Cacto,
1989-10-03,Felizes Para Sempre,
1989-10-04,Os Direitos Femininos,
1989-10-05,O Fantástico Capitão Nemo,
1989-10-06,Idílio Proibido,
1989-10-09,Transformers: O Filme,
1989-10-10,A Fuga Espetacular Do Zé Colmeia,
1989-10-11,Comandos Em Ação,
1989-10-12,Scooby-Doo E O Lobisomem,
1989-10-13,Ursinhos Carinhosos 2,
1989-10-16,O Erro De Susan Slade,
1989-10-17,O Pequeno Polegar,
1989-10-18,Uma Mensagem Para Minha Filha,
1989-10-19,Papai Batuta,
1989-10-20,A Vitória Dos Bravos,
1989-10-23,A Lenda,
1989-10-24,Apertem Os Cintos... O Piloto Sumiu,
1989-10-25,Tubarão 3,
1989-10-26,"Sheena, A Rainha Das Selvas",
1989-10-27,A Fortaleza ,1985
1989-10-30,A Casa Do Espanto 2,
1989-10-31,Cuidado Com Meu Guarda-Costas,
1989-11-01,Amor À Toda Velocidade,
1989-11-02,Banzé No Oeste,
1989-11-03,O Imbatível,
1989-11-06,Caravana Da Coragem: Uma Aventura Ewok,
1989-11-07,Errado Pra Cachorro,
1989-11-08,As Incriveis Peripecias Do Ônibus Atômico,
1989-11-09,A Lenda De Billie Jean,
1989-11-10,Hangar 18,
1989-11-13,Com Caipira Não Se Brinca,
1989-11-14,Circo Dos Fantoches,
1989-11-15,Benji,
1989-11-16,O Professor Aloprado ,1963
1989-11-17,Grease: Nos Tempos Da Brilhantina,
1989-11-20,Rocky 2: A Revanche,
1989-11-21,Um Espírito Baixou Em Mim,
1989-11-22,Águia De Aço,
1989-11-23,Capitão Blood,
1989-11-24,Breakdance 2,
1989-11-27,Em Algum Lugar Do Passado,
1989-11-28,Talhado Para Campeão,
1989-11-29,O Fofoqueiro,
1989-11-30,"Flashdance, Em Ritmo De Embalo",
1989-12-01,Alguém Lá Em Cima Gosta De Mim,
1989-12-04,Superman: O Filme,
1989-12-05,Quem Tudo Quer... Tudo Perde,
1989-12-06,Situação Critica,
1989-12-07,"Conan, O Bárbaro ",1982
1989-12-08,A Detetive E O Filho,
1989-12-11,Superman 2: A Aventura Continua,
1989-12-12,As Loucuras De Jerry Lewis,
1989-12-13,"Johnny, O Gangster",
1989-12-14,Alta Ansiedade,
1989-12-15,As Sete Caras Do Dr. Lao,
1989-12-18,Scooby Doo E A Escola Assombrada,
1989-12-19,Manda-Chuva Em Beverly Hills,
1989-12-20,Robotech,
1989-12-21,Zé Colmeia E Seu Vôo Mágico,
1989-12-22,Os Jetsons E Os Flintstones Se Encontram,
1989-12-25,O Cristal Encantado,
1989-12-26,Guerreiros De Fogo,
1989-12-27,O Regresso Do Corcel Negro,
1989-12-28,Quando As Metralhadoras Cospem,
1989-12-29,Almôndegas ,último filme com a vinheta de 1981
1988-01-01,Desta Vez Te Agarro,
1988-01-04,Desastre No Rio Potomac,
1988-01-05,Uma Aventura Na Arábia,
1988-01-06,O Pássaro Azul ,1940
1988-01-07,O Prisioneiro De Casbah,
1988-01-08,Cidade Sob O Mar,
1988-01-11,Cinco Semanas Num Balão,
1988-01-12,As Sete Caras Do Dr. Lao,
1988-01-13,A Gaivota Negra,
1988-01-14,As Férias De Freddie,
1988-01-15,O Cavaleiro De Sherwood,
1988-01-18,As Duas Faces Do Zorro,
1988-01-19,A Volta Do Grande Monstro,
1988-01-20,Legião Do Deserto,
1988-01-21,O Segredo De Monte Cristo,
1988-01-22,Policiais Trapalhões,
1988-01-25,O Falcão Dos Mares,
1988-01-26,O Vagabundo De Um Milhão De Dólares,
1988-01-27,Legiões Do Nilo,
1988-01-28,O Fantástico Capitão Nemo,
1988-01-29,O Castelo Invencível,
1988-02-01,Maya,
1988-02-02,"Sua Majestade, O Aventureiro",
1988-02-03,Lili,
1988-02-04,O Menino E A Onça,
1988-02-05,A Volta Ao Mundo Sob O Mar,
1988-02-08,"Mogli, O Menino Lobo ",1942
1988-02-09,O Potro Vermelho,
1988-02-10,Viagem Ao Fundo Do Mar,
1988-02-11,Um Amor De Elefante,
1988-02-12,"Robur, O Conquistador",
1988-02-15,Não Houve Exibição - Carnaval,
1988-02-16,Não Houve Exibição - Carnaval,
1988-02-17,Não Houve Exibição - Carnaval,
1988-02-18,Não Houve Exibição - Carnaval,
1988-02-19,Aventuras De Um Cachorro,
1988-02-22,Capitão Nemo E A Cidade Flutuante,
1988-02-23,Quando O Coração Bate Mais Forte,
1988-02-24,A Família Do Gênio,
1988-02-25,"Digby, O Maior Cão Do Mundo",
1988-02-26,Jogos Da Vida,
1988-02-29,O Planeta Proibido,
1988-03-01,O Gavião E A Flecha,
1988-03-02,Um Estranho A Bordo,
1988-03-03,O Leão Vesgo,
1988-03-04,A História De Marva Collins,
1988-03-07,O Beijo Da Despedida,
1988-03-08,A Morte Vem Do Kilimanjaro,
1988-03-09,Como Fisgar Um Marido,
1988-03-10,Tudo Que O Céu Permite,
1988-03-11,"Anastasia, A Princesa Esquecida",
1988-03-14,As Ruas De Los Angeles,
1988-03-15,Gigot,
1988-03-16,Nunca Fui Santa,
1988-03-17,Esta Pequena É Uma Parada,
1988-03-18,O Ocaso De Uma Alma,
1988-03-21,Um Estranho Casal,
1988-03-22,Hotel De Lua-De-Mel,
1988-03-23,Viagem Fantástica,
1988-03-24,Um Anjo No Meu Bolso,
1988-03-25,No Paraíso Do Havai,
1988-03-28,Só Lhe Restaram As Lágrimas,
1988-03-29,Assassinato Por Morte,
1988-03-30,Carrossel De Emoções,
1988-03-31,A Guerra Íntima Do Major Benson,
1988-04-01,Barrabás,
1988-04-04,A Fonte Dos Desejos,
1988-04-05,Ouro Maldito,
1988-04-06,Escola De Sereias,
1988-04-07,Prece Para Um Pecador,
1988-04-08,Desafio,
1988-04-11,Ardida Como Pimenta,
1988-04-12,O Destino De Uma Paixão,
1988-04-13,Teu Nome É Mulher,
1988-04-14,Ele E As Três Noviças,
1988-04-15,O Segredo De Uma Promessa,
1988-04-18,A Filha Da Pecadora,
1988-04-19,Escala Em Tóquio,
1988-04-20,O Amor É Mais Forte,
1988-04-21,A Deusa Da Cidade Perdida,
1988-04-22,Milhas Desesperadoras,
1988-04-25,O Estopim Do Escândalo,
1988-04-26,Quando Floresce O Amor,
1988-04-27,Do Destino Ninguém Foge,
1988-04-28,O Seresteiro De Acapulco,
1988-04-29,Brotinho Indócil,
1988-05-02,"Desirée, O Amor De Napoleão",
1988-05-03,O Leão,
1988-05-04,Sabes O Que Quero,
1988-05-05,Época Maluca,
1988-05-06,Herança Nuclear,
1988-05-09,O Céu É Testemunha,
1988-05-10,Por Amor Ou Por Dinheiro,
1988-05-11,A Garota De Las Vegas,
1988-05-12,O Mordomo E A Dama,
1988-05-13,Chico Rei,
1988-05-16,"Eu, Ela E A Outra",
1988-05-17,Degraus Para O Poder,
1988-05-18,Tentação Morena,
1988-05-19,Uma História De Amor E Campeões,
1988-05-20,Pai E Filho,
1988-05-23,O Grande Sucesso De Rock Hunter,
1988-05-24,As Crianças Que Ninguém Queria,
1988-05-25,Não Houve Exibição - Futebol ,Final da Copa dos Campeões - Benfica x PSV Eindhoven
1988-05-26,O Instituto Da Vingança,
1988-05-27,Papai Playboy,
1988-05-30,Branca De Neve E Os Três Patetas,
1988-05-31,Saudades De Um Pracinha,
1988-06-01,Para Todo O Sempre,
1988-06-02,Nasce Uma Estrela ,1937
1988-06-03,A Deliciosa Viuvinha,
1988-06-06,Duelo Na Selva,
1988-06-07,Com Qual Dos Dois?,
1988-06-08,Os Incriveis Wallendas,
1988-06-09,A Valsa Do Imperador,
1988-06-10,Não Houve Exibição - Futebol ,Eurocopa - Alemanha x Itália
1988-06-13,Águias Em Alerta,
1988-06-14,Não Houve Exibição - Futebol ,Eurocopa - Itália x Espanha
1988-06-15,A Prova Suprema,
1988-06-16,Herança De Um Valente,
1988-06-17,Não Houve Exibição - Futebol ,Eurocopa - Itália x Dinamarca
1988-06-18,Esses Indomáveis Xerifes Quarentões,
1988-06-21,Não Houve Exibição - Futebol ,Eurocopa - Alemanha x Holanda
1988-06-22,Não Houve Exibição - Futebol ,Eurocopa - Itália x União Soviética
1988-06-23,"De Repente, O Amor",
1988-06-24,Diabruras Dos Anjos Rebeldes,
1988-06-27,A Princesa E O Motorista,
1988-06-28,O Caminho Dos Elefantes,
1988-06-29,Só Por Uma Noite,
1988-06-30,"Roma, Convite Ao Amor",
1988-07-01,Periscopio À Vista,
1988-07-04,As Aventuras De Huckleberry Finn,
1988-07-05,A Lenda Da Espada Mágica,
1988-07-06,"Salty, A Adorável Foquinha",
1988-07-07,Os Perigos De Paulina,
1988-07-08,Vinte Quilos De Confusão,
1988-07-11,O Corcel Negro,
1988-07-12,A Caça Ao Balão,
1988-07-13,Capitão Coragem,
1988-07-14,O Falcão Amigo,
1988-07-15,Natal Em Julho,
1988-07-18,Cinco Semanas Num Balão,
1988-07-19,O Circo Ao Redor Do Mundo,
1988-07-20,Elmer,
1988-07-21,A Menina E O Porquinho ,1973
1988-07-22,O Capitão Pirata,
1988-07-25,As Incriveis Peripecias Do Ônibus Atômico,
1988-07-26,A Lenda De Sam Água Branca,
1988-07-27,O Pirata Do Rei,
1988-07-28,Não Houve Exibição - Futebol ,Brasil x Noruega
1988-07-29,O Homem De Button Willow,
1988-08-01,Um Pequeno Romance,
1988-08-02,Felizes Para Sempre,
1988-08-03,Não Houve Exibição - Futebol ,Brasil x Áustria
1988-08-04,O Tenente Era Ela,
1988-08-05,A Seta De Ouro,
1988-08-08,"Ao Mestre, Com Carinho",
1988-08-09,Começou Em Nápoles,
1988-08-10,O Amor Não Vai A Guerra,
1988-08-11,Passaporte Para O Perigo,
1988-08-12,A Flor Que Não Morreu,
1988-08-15,Figura Paterna,
1988-08-16,Viuvinha Indomável,
1988-08-17,A Rainha Do Nilo,
1988-08-18,Periscopio À Vista,
1988-08-19,Aventura Sangrenta,
1988-08-22,Luz Da Minha Vida,
1988-08-23,O Pirata Real,
1988-08-24,Rumo Ao Desconhecido,
1988-08-25,O Barco Do Amor,
1988-08-26,Hotel Paradiso,
1988-08-29,"Lafitte, O Corsário",
1988-08-30,O Sonho Impossível,
1988-08-31,Maratona Na TV,
1988-09-01,A Lenda Dos Desaparecidos,
1988-09-02,Lua-De-Mel Agitada,
1988-09-05,Raízes Do Céu,
1988-09-06,"Alguns Sim, Alguns Não",
1988-09-07,Aqueles Fantásticos Loucos Voadores,
1988-09-08,As Ruas De Los Angeles,
1988-09-09,Batalhadores Heróicos,
1988-09-12,Os Três Mosqueteiros ,1948
1988-09-13,"Os Seus, Os Meus, Os Nossos",
1988-09-14,Os Viúvos Também Sonham,
1988-09-15,A Vida Secreta De John Chapman,
1988-09-16,Kelly E Eu,
1988-09-19,África Express,
1988-09-20,Um Gênio Entrou Lá Em Casa,
1988-09-21,Antes Tarde Do Que Nunca,
1988-09-22,A Outra História Do Profeta,
1988-09-23,Amor De Milionário,
1988-09-26,Éramos Tão Felizes,
1988-09-27,Maldita Aventura,
1988-09-28,Areias Do Deserto,
1988-09-29,Por Um Corpo De Mulher,
1988-09-30,Rompendo Correntes,
1988-10-03,O Golpe Do Século,
1988-10-04,Ardida Como Pimenta,
1988-10-05,O Mundo É Da Mulher,
1988-10-06,Filha Da Pecadora,
1988-10-07,Voando Para O Além,
1988-10-10,Não Houve Exibição ,Especial Criança Esperança
1988-10-11,Rinoceronte,
1988-10-12,"Mogli, O Menino Lobo ",1942
1988-10-13,O Mágico De Oz,
1988-10-14,A Nova Viagem De Simbad,
1988-10-17,O Céu Pode Esperar,
1988-10-18,Melodia Interrompida,
1988-10-19,Dá-Me Tua Mão,
1988-10-20,Quando Paris Alucina,
1988-10-21,Oh! Que Delícia De Guerra,
1988-10-24,Confidências À Meia-Noite,
1988-10-25,A Fonte Dos Desejos,
1988-10-26,Demônios Da Pista,
1988-10-27,Flores Do Pó,
1988-10-28,Marujos Do Barulho,
1988-10-31,Vivendo Livremente,
1988-11-01,O Super Cérebro,
1988-11-02,"Desirée, O Amor De Napoleão",
1988-11-03,Os Defensores,
1988-11-04,No Limiar Do Espaço,
1988-11-07,Problemas Suburbanos,
1988-11-08,Sabes O Que Quero,
1988-11-09,Destino À Lua,
1988-11-10,Meus Seis Amores,
1988-11-11,Os Prazeres De Penélope,
1988-11-14,Bill,
1988-11-15,Romance Pirata,
1988-11-16,Mercador De Corações,
1988-11-17,Três Corações Solitários,
1988-11-18,O Grande Sucesso De Rock Hunter,
1988-11-21,"Devagar, Não Corra",
1988-11-22,Onde Estavas Quando As Luzes Se Apagaram?,
1988-11-23,O Céu É Testemunha,
1988-11-24,O Escudo Negro De Falworth,
1988-11-25,"Viva Um Pouquinho, Ame Um Pouquinho",
1988-11-28,Quando Os Deuses Amam,
1988-11-29,"Eu, Ela E A Outra",
1988-11-30,Mosqueteiros Do Mar,
1988-12-01,Tammy E O Milionário,
1988-12-02,Audácia A Jato,
1988-12-05,Inspetor Clouseau,
1988-12-06,O Falcão Dourado,
1988-12-07,O Galante Vagabundo,
1988-12-08,No Reinado Da Guilhotina,
1988-12-09,O Sonho Que Eu Vivi,
1988-12-12,Os Cavaleiros Da Távola Redonda,
1988-12-13,Os Incriveis Dobermans,
1988-12-14,Dançando Nas Nuvens,
1988-12-15,O Paraiso É Logo Ali,
1988-12-16,A Gaivota Negra,
1988-12-19,Águia de aço,
1988-12-20,Fúria de Titãs ,81
1988-12-21,O Pássaro Azul ,76
1988-12-22,Viva o Rock n' Roll,
1988-12-23,A Garotinha que Caiu do céu,
1988-12-26,Apertem os Cintos... O Piloto Sumiu!,
1988-12-27,Agora Você não Escapa,
1988-12-28,O Arqueiro e a Feiticeira,
1988-12-29,O Pequeno Polegar,
1988-12-30,Grease: Nos Tempos da Brilhantina,
1987-01-01,O Tesouro do Barba Azul,
1987-01-02,A Lenda da Espada Mágica,
1987-01-05,Destino lua,
1987-01-06,substituição temporária pelo Festival de Férias - O Mascarado Contra os Piratas ,65
1987-03-09,A Família do Gênio,
1987-03-10,Os Monitores,
1987-03-11,Um Anjo no meu Bolso,
1987-03-12,Que Delicia de Guerra,
1987-03-13,Nos Bastidores da Vida,
1987-03-16,Amor de Milionário,
1987-03-17,Hotel de Lua-de-mel,
1987-03-18,A Delícia de Um Dilema,
1987-03-19,"Anastasia, a Princesa Esquecida",
1987-03-20,Desafio,
1987-03-23,O Mercador de Almas,
1987-03-24,Para Todo o Sempre,
1987-03-25,A Caça ao Balão,
1987-03-26,Feitiço Branco,
1987-03-27,O Último Aplauso,
1987-03-30,"Volta, meu Amor",
1987-03-31,O Amor não vai à Guerra,
1987-04-01,Rochedos da Morte,
1987-04-02,O Sonho que eu Vivi,
1987-04-03,A História de Marva Collins,
1987-04-06,Sortilégios de Amor,
1987-04-07,O Paraíso é Logo ali,
1987-04-08,A Gaivota Negra,
1987-04-09,Brotinho Indócil,
1987-04-10,Escala em Tóquio,
1987-04-13,Flores do pó,
1987-04-14,Legiões do Nilo,
1987-04-15,O Milagre de Fátima,
1987-04-16,O Mágico Inesquecível,
1987-04-17,Papa João Paulo II,
1987-04-20,As Crianças que Ninguém Queria,
1987-04-21,As Duas Faces de Zorro,
1987-04-22,Quando Floresce o Amor ,63
1987-04-23,Cidade sob o mar,
1987-04-24,O Segredo de Monte Cristo,
1987-04-27,Uma Janela Para o céu,
