data,title,comments,year
18/02,Paixão de Aluguel,,2020
19/02,Simplesmente Complicado,,2020
20/02,Tudo é Possível,,2020
21/02,Qualquer Gato Vira-Lata,,2020
24/02,Kung Fu Panda,,2020
25/02,Piratas do Caribe: O Baú da Morte ,(exceto para SP - Carnaval Globeleza: Apuração SP),2020
26/02,Não Houve Exibição - Carnaval Globeleza: Apuração RJ,,2020
27/02,Virada Radical,,2020
28/02,A Lenda do Tesouro Perdido: Livro dos Segredos,,2020
02/03,Miss Simpatia 2: Armada e Poderosa,,2020
03/03,E Se Fosse Verdade,,2020
04/03,Quase Casadas,,2020
05/03,Um Presente para Helen,,2020
06/03,Meu Passado Me Condena 2,,2020
09/03,Ela é a Poderosa,,2020
10/03,Não Houve Exibição - Torneio da França de Futebol Feminino: Brasil x Canadá,,2020
11/03,Cavalo de Guerra,,2020
12/03,A Conselheira Amorosa,,2020
13/03,"Meu Nome é Taylor, Drillbit Taylor",,2020
16/03,Uma Mãe Para o Meu Bebê ,(após a última edição diária do Se Joga),2020
17/03,O Diário da Princesa ,"(em novo horário, após o Jornal Hoje)",2020
18/03,"Loucas Por Amor, Viciadas em Dinheiro",,2020
19/03,Quarteto Fantástico (2005),,2020
20/03,Vovó... Zona 2,,2020
23/03,Segurança de Shopping,,2020
24/03,Fazenda dos Cisnes,,2020
25/03,Bater ou Correr,,2020
26/03,Um Amor Verdadeiro (2014),,2020
27/03,Gigantes de Aço,,2020
30/03,Pai em Dose Dupla,,2020
31/03,Imagine Só,,2020
01/04,Esposa de Mentirinha,,2020
02/04,Detetives do Prédio Azul (D.P.A.): O Filme,,2020
03/04,Os Smurfs e a Vila Perdida ,(inédito em TV aberta),2020
06/04,A Hora do Rush 3 ,(inédito na Globo; ex-SBT),2020
07/04,Coincidências do Amor,,2020
08/04,Alvin e os Esquilos 3,,2020
09/04,O Shaolin do Sertão,,2020
10/04,Stardust: O Mistério da Estrela,,2020
13/04,Como se Fosse a Primeira Vez,,2020
14/04,Um Tira no Jardim de Infância 2 ,(inédito em TV aberta),2020
15/04,Casamento Grego 2,,2020
16/04,O Bicho Vai Pegar 4 ,(inédito em TV aberta),2020
17/04,Tudo Por um Popstar ,(inédito em TV aberta),2020
20/04,Homem-Aranha (2002) | Tainá 2: A Aventura Continua ,(somente para o ES / filme mais curto para ajuste de grade - Transmissão da Missa da Penha),2020
21/04,O Aprendiz de Feiticeiro,,2020
22/04,Ramona e Beezus,,2020
23/04,Um Tio Quase Perfeito,,2020
24/04,Enrolados,,2020
27/04,Tô Ryca,,2020
28/04,As Férias do Pequeno Nicolau,,2020
29/04,Príncipe da Pérsia: As Areias do Tempo,,2020
30/04,O Bom Filho à Casa Torna,,2020
01/05,Rio,,2020
04/05,Percy Jackson e o Ladrão de Raios,,2020
05/05,Surpresa em Dobro,,2020
06/05,17 Outra Vez,,2020
07/05,Tá Chovendo Hambúrguer 2,,2020
08/05,O Maior Amor do Mundo,,2020
11/05,Cada Um Tem a Gêmea Que Merece,,2020
12/05,Mara e o Senhor do Fogo,,2020
13/05,Vovó...Zona,,2020
14/05,Epa! Cadê o Noé?,,2020
15/05,Sexta-Feira Muito Louca,,2020
18/05,Segurança de Shopping 2,,2020
19/05,Operação Presente,,2020
20/05,Uma Boa Ação,,2020
21/05,"Dois é Bom, Três é Demais",,2020
22/05,Billy Stone e o Medalhão Mágico,,2020
25/05,X-Men: Primeira Classe,,2020
26/05,Mansão Mal-Assombrada ,(reclassificado para 12 anos),2020
27/05,Operação Babá,,2020
28/05,A Princesa e o Sapo,,2020
29/05,Gente Grande 2,,2020
01/06,Encantada,,2020
02/06,Ensinando a Viver,,2020
03/06,Lara Croft: Tomb Raider,,2020
04/06,Os Saltimbancos Trapalhões: Rumo a Hollywood,,2020
05/06,Agente 86,,2020
08/06,Compramos um Zoológico,,2020
09/06,Treinando o Papai,,2020
10/06,Quando em Roma,,2020
11/06,Descendentes,,2020
12/06,Idas e Vindas do Amor ,(inédito na Globo; ex-SBT),2020
15/06,Alice no País das Maravilhas (2010),,2020
16/06,Em Busca do Baile,,2020
17/06,Você de Novo,,2020
18/06,Um Presente Especial,,2020
19/06,Eu Sou o Número Quatro,,2020
22/06,O Diário da Princesa 2,,2020
23/06,Monstros vs. Alienígenas,,2020
24/06,O Menino da Porteira ,(exceto para as afiliadas da Globo Nordeste - Melhores Momentos do Festival de Quadrilhas Juninas),2020
25/06,Mamãe: Operação Balada,,2020
26/06,Piratas do Caribe: Navegando em Águas Misteriosas,,2020
29/06,Cegonhas: A História Que Não Te Contaram,,2020
30/06,Resgate de uma Vida,,2020
01/07,Professor Peso Pesado,,2020
02/07,Programa de Proteção para Princesas,,2020
03/07,Roubo nas Alturas,,2020
06/07,O Que Esperar Quando Você Está Esperando,,2020
07/07,Vitórias de uma Vida,,2020
08/07,Nanny McPhee e as Lições Mágicas,,2020
09/07,Táxi (2004),,2020
10/07,A Montanha Enfeitiçada (2009),,2020
13/07,Jogo de Amor em Las Vegas,,2020
14/07,O Grande Milagre,,2020
15/07,Tio Papi ,(reclassificado para Livre),2020
16/07,Incontrolável,,2020
17/07,Férias da Família Johnson,,2020
20/07,Toy Story 2,,2020
21/07,As Férias da Minha Vida ,(reclassificado para 12 anos),2020
22/07,Click,,2020
23/07,A 100 Passos de um Sonho,,2020
24/07,A Bússola de Ouro,,2020
27/07,A Proposta (2009),,2020
28/07,Onde Nasce a Esperança,,2020
29/07,As Viagens de Gulliver ,(exceto para o RS - Vale a Pena Ver de Novo e transmissão do Campeonato Gaúcho: Novo Hamburgo x Grêmio),2020
30/07,A Sogra,,2020
31/07,Fora do Rumo,,2020
03/08,Um Bom Partido,,2020
04/08,Acampamento do Papai,,2020
05/08,A Feiticeira (2005),,2020
06/08,O Melhor Amigo da Noiva,,2020
07/08,À Procura da Felicidade,,2020
10/08,Quatro Vidas de um Cachorro,,2020
11/08,Monstros S.A.,,2020
12/08,Juntos Pelo Acaso,,2020
13/08,Meu Namorado é o Bicho,,2020
14/08,O Último Mestre do Ar,,2020
17/08,De Repente 30,,2020
18/08,Intocáveis,,2020
19/08,As Branquelas,,2020
20/08,Shrek Terceiro,,2020
21/08,Piratas do Caribe: O Baú da Morte ,(reclassificado para 12 anos),2020
24/08,"Alexandre e o Dia Terrível, Horrível, Espantoso e Horroroso",,2020
25/08,A Última Música,,2020
26/08,Um Senhor Estagiário,,2020
27/08,Encontro de Amor,,2020
28/08,O Medalhão,,2020
31/08,Encontro de Casais,,2020
01/09,Uma Irmã na Minha Vida,,2020
02/09,Uma Manhã Gloriosa,,2020
03/09,Soul Surfer: Coragem de Viver,,2020
04/09,Linda de Morrer,,2020
07/09,Quarteto Fantástico (2005) ,(reclassificado para 12 anos),2020
08/09,Vovó...Zona 2,,2020
09/09,Cartas Para Julieta,,2020
10/09,Paixão de Aluguel,,2020
11/09,Viagem ao Centro da Terra: O Filme,,2020
14/09,O Dilema ,(inédito na Globo; ex-RecordTV),2020
15/09,A Grande Vitória,,2020
16/09,Três Vezes Amor,,2020
17/09,Um Amor de Vizinha,,2020
18/09,A Lenda do Tesouro Perdido: Livro dos Segredos,,2020
21/09,Armações do Amor,,2020
22/09,De Repente Grávida,,2020
23/09,Cavalo de Guerra,,2020
24/09,"Querida, Encolhi as Crianças",,2020
25/09,O Aprendiz de Feiticeiro,,2020
28/09,Crô em Família ,(inédito em TV aberta),2020
29/09,"Meu Pai, Meu Herói",,2020
30/09,Hitch: Conselheiro Amoroso,,2020
01/10,Um Amor Verdadeiro (2014),,2020
02/10,A Hora do Rush 3,,2020
05/10,As Loucuras de Dick e Jane (2005),,2020
06/10,À Prova de Fogo,,2020
07/10,Miss Simpatia 2: Armada e Poderosa,,2020
08/10,Como Perder um Homem em 10 Dias,,2020
09/10,Sai de Baixo: O Filme,,2020
12/10,Toy Story 3,,2020
13/10,Fazenda dos Cisnes,,2020
14/10,Segurança de Shopping,,2020
15/10,A Corrente do Bem ,(inédito na Globo; ex-SBT),2020
16/10,Gigantes de Aço,,2020
19/10,Casa Comigo?,,2020
20/10,Um Homem de Família (2017),,2020
21/10,Uma Mãe Para o Meu Bebê,,2020
22/10,Um Namorado Para Minha Mulher,,2020
23/10,"Loucas Por Amor, Viciadas em Dinheiro",,2020
26/10,Qualquer Gato Vira-Lata 2,,2020
27/10,Ela é a Poderosa,,2020
28/10,17 Outra Vez,,2020
29/10,Como Não Esquecer Essa Garota ,(reclassificado para Livre),2020
30/10,O Terno de 2 Bilhões de Dólares,,2020
02/11,Tá Chovendo Hamburguer,,2020
03/11,Diário de um Banana 3: Dias de Cão,,2020
04/11,Vai Que Cola: O Filme,,2020
05/11,Escrito nas Estrelas (2001),,2020
06/11,Bilhete de Loteria ,(inédito na Globo; ex-SBT),2020
09/11,Coincidências do Amor ,(reclassificado para 12 anos),2020
10/11,Um Dia ,(inédito na Globo; ex-RecordTV),2020
11/11,Duas de Mim,,2020
12/11,Tudo é Possível,,2020
13/11,X-Men: Primeira Classe,,2020
16/11,O Bom Filho à Casa Torna,,2020
17/11,Insubstituível,,2020
18/11,Um Amor de Tesouro ,(inédito na Globo; ex-SBT),2020
19/11,Vovó...Zona ,(reclassificado para 12 anos),2020
20/11,Uma Boa Ação,,2020
23/11,Como Se Fosse a Primeira Vez,,2020
24/11,2 Filhos de Francisco ,"(especial - em homenagem a Seu Francisco, pai de Zezé Di Camargo &amp; Luciano)",2020
25/11,Pulando a Vassoura,,2020
26/11,Um Tio Quase Perfeito,,2020
27/11,Agente 86,,2020
30/11,O Céu é de Verdade,,2020
01/12,Quando em Roma,,2020
02/12,Te Amarei Para Sempre,,2020
03/12,O Que de Verdade Importa,,2020
04/12,Príncipe da Pérsia: As Areias do Tempo ,(reclassificado para 12 anos),2020
07/12,Tô Ryca,,2020
08/12,Você de Novo,,2020
09/12,Somos Todos Iguais,,2020
10/12,Ensinando a Viver,,2020
11/12,A Lenda do Tesouro Perdido,,2020
14/12,Os Smurfs e a Vila Perdida,,2020
15/12,A Hora do Rush 2 ,(inédito na Globo; ex-SBT / reclassificado para 12 anos),2020
16/12,Meninas Malvadas,,2020
17/12,O Amor Não Tira Férias,,2020
18/12,Um Presente Especial,,2020
21/12,Annie (2014) ,(inédito em TV aberta),2020
22/12,Surpresas do Amor ,(inédito na Globo; ex-SBT),2020
23/12,Maldito Feliz Natal ,(inédito em TV aberta),2020
24/12,O Grinch (2000) ,"(retorno à Globo, ex-SBT)",2020
25/12,PéPequeno ,(inédito em TV aberta),2020
28/12,Alice no País das Maravilhas (2010),,2020
29/12,MIB: Homens de Preto 3,,2020
30/12,As Mil Palavras,,2020
31/12,Como Treinar o seu Dragão,,2020
01/01,Não Houve Exibição - Posse do Presidente Jair Bolsonaro,,2019
02/01,Valente (2012),,2019
03/01,Madagascar,,2019
04/01,Megamente,,2019
07/01,Monstros S.A.,,2019
08/01,Bolt: Supercão,,2019
09/01,Até Que a Sorte Nos Separe 2 ,(primeiro filme da sessão temática de férias com o selo +12),2019
10/01,Turbo,,2019
11/01,Festa no Céu ,(inédito em TV aberta / após o último Vídeo Show),2019
14/01,A Culpa é das Estrelas ,"(em novo horário, após o Jornal Hoje)",2019
15/01,Miss Simpatia 2: Armada e Poderosa,,2019
16/01,Meu Passado Me Condena 2,,2019
17/01,Stardust: O Mistério da Estrela,,2019
18/01,Gigantes de Aço,,2019
21/01,Intocáveis ,(primeiro filme da sessão temática de férias com o selo +14),2019
22/01,2 Filhos de Francisco,,2019
23/01,O Noivo da Minha Melhor Amiga,,2019
24/01,O Céu é de Verdade,,2019
25/01,Cada Um Tem a Gêmea Que Merece,,2019
28/01,Karatê Kid (2010),,2019
29/01,Agente 86 ,(inédito na Globo; ex-SBT),2019
30/01,As Férias da Minha Vida,,2019
31/01,Licença Para Casar,,2019
01/02,Universidade Monstros ,(término da temporada na Sessão da Tarde de Férias),2019
04/02,Soul Surfer: Coragem de Viver | Kung Fu Panda 2 ,(somente para as afiliadas da Globo),2019
05/02,A Proposta (2009) | O Incrível Livro de Hipnotismo de Molly Moon ,(somente para as afiliadas da Globo),2019
06/02,Te Amarei Para Sempre  | Labirinto: O Desafio Final ,(inédito na Globo; ex-SBT),2019
07/02,Um Presente Para Toda Vida | Um Amor de Cachorro ,(somente para as afiliadas da Globo),2019
08/02,A Feiticeira (2005) | Nanny McPhee e as Lições Mágicas ,(somente para as afiliadas da Globo / inédito na Globo; ex-RecordTV),2019
11/02,Um Momento Pode Mudar Tudo | Rango ,(somente para as afiliadas da Globo),2019
12/02,E Se Fosse Verdade | Segurem Essas Crianças ,(somente para as afiliadas da Globo),2019
13/02,Como Perder Um Homem em 10 Dias | Bee Movie: A História de uma Abelha ,(somente para as afiliadas da Globo),2019
14/02,Lutando Pela Vida  | A Lenda de Longwood ,(inédito em TV aberta),2019
15/02,"Loucas Por Amor, Viciadas em Dinheiro | As Aventuras de Sharkboy e Lavagirl ",(somente para as afiliadas da Globo),2019
18/02,Simplesmente Complicado  | Mara e o Senhor do Fogo ,(inédito na Globo; ex-RecordTV),2019
19/02,Cartas Para Deus | Os Caras de Pau em O Misterioso Roubo do Anel ,(somente para as afiliadas da Globo),2019
20/02,Uma Manhã Gloriosa  | Zathura: Uma Aventura Espacial ,(reclassificado para 12 anos),2019
21/02,A Grande Vitória | Flicka 2 ,(somente para as afiliadas da Globo),2019
22/02,Esposa de Mentirinha | Imagine Só ,(somente para as afiliadas da Globo),2019
25/02,Os Homens São de Marte...E é Pra Lá Que Eu Vou | Hop: Rebelde Sem Páscoa ,(somente para as afiliadas da Globo),2019
26/02,Noites de Tormenta | Billy Stone e o Medalhão Mágico ,(somente para as afiliadas da Globo),2019
27/02,Em Meus Sonhos | O Vale dos Cavaleiros ,(somente para as afiliadas da Globo),2019
28/02,Um Presente Para Helen | Os Saltimbancos Trapalhões: Rumo a Hollywood ,(somente para as afiliadas da Globo),2019
01/03,"Meu Nome é Taylor, Drillbit Taylor | Coração de Campeão ",(somente para as afiliadas da Globo),2019
04/03,Shrek Para Sempre,,2019
05/03,O Aprendiz de Feiticeiro ,(exceto para SP - Carnaval Globeleza: Apuração SP),2019
06/03,X-Men 2 ,(reclassificado para 12 anos),2019
07/03,Bater ou Correr ,(reclassificado para 12 anos),2019
08/03,Alice no País das Maravilhas (2010),,2019
11/03,O Impossível | Armações do Amor ,"(apenas para a Globo São Paulo - Em função das fortes chuvas na cidade, substituição do filme de última hora pela coincidência de temas)",2019
12/03,Armações do Amor | Amor ao Primeiro Filho ,(inédito em TV aberta / somente para SP),2019
13/03,Não Houve Exibição - Jornal Hoje Especial: Massacre em Suzano,,2019
14/03,Sully: O Herói do Rio Hudson ,(inédito em TV aberta),2019
15/03,A Sogra,,2019
18/03,Um Senhor Estagiário ,(inédito em TV aberta),2019
19/03,Cavalo de Guerra ,(reclassificado para 12 anos),2019
20/03,Pulando a Vassoura ,(inédito na Globo; ex-SBT),2019
21/03,Philomena ,(inédito em TV aberta),2019
22/03,Par Perfeito,,2019
25/03,Casamento Grego 2 ,(inédito em TV aberta),2019
26/03,Uma Boa Ação,,2019
27/03,Plano B (2010),,2019
28/03,Querido Companheiro,,2019
29/03,Treinando o Papai,,2019
01/04,Qualquer Gato Vira-Lata 2,,2019
02/04,Força de Viver,,2019
03/04,Voando Para o Amor ,(reclassificado para 12 anos),2019
04/04,Querido John ,(reclassificado para 12 anos),2019
05/04,Táxi (2004) | A Espada de D'Artagnan ,(somente para as afiliadas da Globo),2019
08/04,O Que Esperar Quando Você Está Esperando ,(inédito na Globo; ex-RecordTV),2019
09/04,Salvem Minha Filha! ,(exceto para o RJ - RJ2 Especial: Chuvas no Rio de Janeiro),2019
10/04,O Amor é Cego | Descendentes ,(somente para as afiliadas da Globo),2019
11/04,O Diário da Princesa 2,,2019
12/04,Segurança de Shopping 2,,2019
15/04,Que Horas Ela Volta?,,2019
16/04,Cartas para Julieta,,2019
17/04,The Good Doctor: O Bom Doutor ,"(exibição dos dois primeiros episódios da série disponível no Globoplay, reeditada em formato de telefilme)",2019
18/04,Um Tio Quase Perfeito ,(inédito em TV aberta),2019
19/04,O Último Mestre do Ar,,2019
22/04,O Grande Milagre ,(inédito na Globo; ex-RecordTV),2019
23/04,O Terno de 2 Bilhões de Dólares,,2019
24/04,Jogada Certa,,2019
25/04,Quase Casadas | Bolt: Supercão ,(somente para as afiliadas da Globo),2019
26/04,Click,,2019
29/04,Um Homem de Família (2017),,2019
30/04,Encontro de Amor,,2019
01/05,Os Croods,,2019
02/05,"Meu Pai, Meu Herói",,2019
03/05,As Mil Palavras ,(reclassificado para 12 anos),2019
06/05,O Maior Amor do Mundo,,2019
07/05,Uma Prova de Amor,,2019
08/05,Mamãe: Operação Balada,,2019
09/05,Um Presente Especial,,2019
10/05,Sexta-Feira Muito Louca,,2019
13/05,Compramos um Zoológico,,2019
14/05,Flores de Aço (2012) | O Reino Proibido ,(somente para as afiliadas da Globo),2019
15/05,Incontrolável,,2019
16/05,Resgate de uma Vida,,2019
17/05,As Viagens de Gulliver,,2019
20/05,Um Amor de Vizinha ,(inédito em TV aberta),2019
21/05,Um Jardim Especial,,2019
22/05,Antes de Partir | Karatê Kid II: A Hora da Verdade Continua ,(somente para as afiliadas da Globo),2019
23/05,Um Amor à Altura,,2019
24/05,Tio Papi,,2019
27/05,O Amor Não Tira Férias ,(exibição interrompida pela cobertura da morte do cantor Gabriel Diniz),2019
28/05,O Amor Não Tira Férias ,(reprogramado para o dia seguinte),2019
29/05,O Sentido do Amor | A Bússola de Ouro ,(somente para as afiliadas da Globo),2019
30/05,Roubo nas Alturas,,2019
31/05,Vitórias de uma Vida,,2019
03/06,Um Bom Partido,,2019
04/06,Palavras do Coração | Turbo ,(somente para as afiliadas da Globo),2019
05/06,De Onde Eu Te Vejo,,2019
06/06,Surpresa em Dobro,,2019
07/06,Quando em Roma ,(reclassificado para 12 anos),2019
10/06,Meu Passado Me Condena: O Filme,,2019
11/06,Um Amor Inesperado (2015) ,(inédito em TV aberta),2019
12/06,Um Cachorro Para Dois,,2019
13/06,Você Outra Vez,,2019
14/06,Um Namorado Para Minha Mulher,,2019
17/06,A Teoria de Tudo,,2019
18/06,Professor Peso Pesado,,2019
19/06,Tudo é Possível,,2019
20/06,Shrek Terceiro,,2019
21/06,Eu Sou o Número Quatro,,2019
24/06,Encontro de Casais  | Tá Chovendo Hambúrguer 2  | O Shaolin do Sertão ,(inédito na Globo; ex-RecordTV),2019
25/06,Paixão de Aluguel,,2019
26/06,De Repente Grávida,,2019
27/06,Duas de Mim,,2019
28/06,As Loucuras de Dick e Jane (2005) ,(reclassificado para 12 anos),2019
01/07,Casa Comigo? ,(inédito na Globo; ex-RecordTV),2019
02/07,Onde Nasce a Esperança ,(inédito em TV aberta),2019
03/07,A Conselheira Amorosa | Uma Aventura Animal (2013) ,(somente para as afiliadas da Globo),2019
04/07,Um Grande Garoto,,2019
05/07,O Bom Filho à Casa Torna ,(inédito na Globo; ex-RecordTV),2019
08/07,Miss Simpatia 2: Armada e Poderosa,,2019
09/07,Homem-Aranha 2,,2019
10/07,Lara Croft: Tomb Raider - A Origem da Vida,,2019
11/07,Os Caras de Pau em O Misterioso Roubo do Anel,,2019
12/07,Como se Fosse a Primeira Vez,,2019
15/07,As Branquelas,,2019
16/07,De Repente 30,,2019
17/07,Stardust: O Mistério da Estrela,,2019
18/07,Meu Passado Me Condena 2,,2019
19/07,Os Smurfs 2,,2019
22/07,Cada Um Tem a Gêmea Que Merece,,2019
23/07,A Lenda do Tesouro Perdido,,2019
24/07,Ela é a Poderosa,,2019
25/07,Madagascar 2,,2019
26/07,Férias da Família Johnson,,2019
29/07,A Proposta (2009),,2019
30/07,Um Amor Verdadeiro (2014)  | Um Amor de Cachorro ,(reclassificado para Livre),2019
31/07,Uma Mãe Para o Meu Bebê ,(inédito na Globo; ex-RecordTV),2019
01/08,Não Houve Exibição - Torneio Pré-Olímpico de Vôlei Feminino: Brasil x Camarões,,2019
02/08,Não Houve Exibição - Torneio Pré-Olímpico de Vôlei Feminino: Brasil x Azerbaijão,,2019
05/08,Três Vezes Amor ,(inédito na Globo; ex-RecordTV),2019
06/08,O Céu é de Verdade,,2019
07/08,Imagine Só,,2019
08/08,Ensinando a Viver,,2019
09/08,Gigantes de Aço,,2019
12/08,Simplesmente Complicado | Zathura: Uma Aventura Espacial ,(somente para as afiliadas da Globo),2019
13/08,E Se Fosse Verdade,,2019
14/08,Caminhos do Coração: 5 Dias para o Destino ,(inédito em TV aberta),2019
15/08,Soul Surfer: Coragem de Viver | Mansão Mal-Assombrada ,(somente para Globo Minas e TV TEM Sorocaba),2019
16/08,Resgate Abaixo de Zero,,2019
19/08,As Férias da Minha Vida,,2019
20/08,Em Meus Sonhos,,2019
21/08,Como Perder um Homem em 10 Dias,,2019
22/08,Tudo e Todas as Coisas ,(inédito em TV aberta),2019
23/08,"Meu Nome é Taylor, Drillbit Taylor",,2019
26/08,Esposa de Mentirinha,,2019
27/08,Uma Irmã na Minha Vida | Coração de Campeão ,(somente para as afiliadas da Globo),2019
28/08,Paris a Qualquer Preço ,(inédito em TV aberta),2019
29/08,"Loucas Por Amor, Viciadas em Dinheiro",,2019
30/08,Não Houve Exibição - Amistoso de Vôlei Masculino: Brasil x Argentina,,2019
02/09,Espanglês,,2019
03/09,A Fórmula: O Filme ,"(inédito em TV aberta / série de mesmo nome, reeditada em formato de telefilme)",2019
04/09,Lutando Pela Vida  | Os Saltimbancos Trapalhões: Rumo a Hollywood ,(reclassificado para 12 anos),2019
05/09,"Dois é Bom, Três é Demais ",(inédito na Globo; ex-RecordTV),2019
06/09,Armações do Amor,,2019
09/09,O Impossível,,2019
10/09,Pulando a Vassoura,,2019
11/09,A Grande Vitória | O Vale dos Cavaleiros ,(somente para as afiliadas da Globo),2019
12/09,Um Presente para Helen,,2019
13/09,Homem-Aranha (2002),,2019
16/09,Um Momento Pode Mudar Tudo,,2019
17/09,Querido Companheiro,,2019
18/09,Amor ao Primeiro Filho | A Espada de D'Artagnan ,(somente para as afiliadas da Globo),2019
19/09,Cavalo de Guerra ,(reclassificado para 10 anos),2019
20/09,Qualquer Gato Vira-Lata 2,,2019
23/09,A 100 Passos de um Sonho  | Skylar: A Garota Destemida ,(inédito em TV aberta),2019
24/09,Um Senhor Estagiário,,2019
25/09,Táxi (2004),,2019
26/09,Querido John ,(reclassificado para 10 anos),2019
27/09,Os Homens São de Marte...E é Pra Lá Que Eu Vou ,(término da exibição após o Jornal Hoje),2019
30/09,Tô Ryca ,"(em novo horário, após o Se Joga)",2019
01/10,A Sogra,,2019
02/10,Intocáveis,,2019
03/10,Meninas Malvadas,,2019
